asset_id,asset_type,purchase_date,warranty_expiry,cost,department,status,vendor,owner,criticality,replacement_priority,business_impact_score,asset_age,incident_count,downtime_hours,age_score,incident_score,downtime_score,priority_score,impact_score,risk_score,risk_category,target_high_risk,predicted_risk_probability
229,Network Device,2022-04-13,2025-04-12,6553,Operations,Active,Benson-Rojas,Micheal Lewis,Medium,4,9,3.8493150684931505,1.0,2.0,0.48083504449007525,0.125,0.05,0.8,0.9,0.3986670088980151,Low Risk,0,0.01
230,Server,2019-03-01,2022-02-28,11821,Operations,Active,"Kennedy, Simon and Anderson",April Moreno,Medium,4,3,6.96986301369863,3.0,14.0,0.8706365503080081,0.375,0.35,0.8,0.3,0.5216273100616017,Medium Risk,1,0.7
231,Storage,2022-09-29,2025-09-28,10758,IT,Active,Garrett Group,Elizabeth Lewis,Medium,2,8,3.3863013698630136,4.0,20.0,0.42299794661190965,0.5,0.5,0.4,0.8,0.5145995893223819,Medium Risk,1,0.75
232,Laptop,2024-10-30,2027-10-30,2151,Operations,In Maintenance,"Lopez, Brooks and Williams",Jay Hernandez,Low,5,3,1.2986301369863014,1.0,6.0,0.162217659137577,0.125,0.15,1.0,0.3,0.29494353182751537,Low Risk,0,0.0
233,Network Device,2024-10-16,2027-10-16,3989,HR,Active,Bell and Sons,Jason Simpson,Medium,1,8,1.336986301369863,3.0,16.0,0.1670088980150582,0.375,0.4,0.2,0.8,0.37590177960301163,Low Risk,0,0.07
234,Server,2025-07-01,2028-06-30,6514,Risk,Retired,"Martinez, Kim and Chase",Jaime Jordan,High,1,5,0.6301369863013698,2.0,11.0,0.07871321013004791,0.25,0.275,0.2,0.5,0.2507426420260096,Low Risk,0,0.0
235,Network Device,2025-09-17,2028-09-16,7518,Risk,Retired,Hill-Gallagher,Travis Hernandez,High,1,4,0.41643835616438357,2.0,12.0,0.05201916495550993,0.25,0.3,0.2,0.4,0.23540383299110199,Low Risk,0,0.0
236,Storage,2019-04-24,2022-04-23,6555,Operations,Active,Moore Ltd,Denise Lin,Medium,3,1,6.821917808219178,0.0,0.0,0.8521560574948664,0.0,0.0,0.6,0.1,0.2754312114989733,Low Risk,0,0.0
237,Desktop,2018-04-07,2021-04-06,1189,Compliance,Active,Smith PLC,Megan Heath,Low,4,4,7.868493150684931,2.0,10.0,0.9828884325804244,0.25,0.25,0.8,0.4,0.5015776865160848,Medium Risk,1,0.75
238,Storage,2025-05-02,2028-05-01,6350,Operations,Active,Day-Mason,Thomas Hart,Low,3,5,0.7945205479452054,1.0,6.0,0.09924709103353867,0.125,0.15,0.6,0.5,0.25234941820670775,Low Risk,0,0.0
239,Network Device,2023-09-06,2026-09-05,5819,Risk,Retired,"Lee, Benitez and Mitchell",Brandon Wade,Medium,3,5,2.4493150684931506,1.0,3.0,0.3059548254620123,0.125,0.075,0.6,0.5,0.2786909650924025,Low Risk,0,0.0
240,Server,2022-08-21,2025-08-20,13401,Operations,In Maintenance,"Townsend, Wilson and Black",Megan Rose,High,4,6,3.493150684931507,1.0,1.0,0.43634496919917864,0.125,0.025,0.8,0.6,0.3397689938398357,Low Risk,0,0.0
241,Desktop,2022-06-18,2025-06-17,1559,HR,In Maintenance,Gross-Conrad,Jessica Green,High,5,4,3.6684931506849314,0.0,0.0,0.4582477754962354,0.0,0.0,1.0,0.4,0.30164955509924707,Low Risk,0,0.0
242,Desktop,2020-03-24,2023-03-24,833,HR,Retired,Taylor-Reed,Stephanie Combs,Low,5,7,5.904109589041096,3.0,19.0,0.7375085557837098,0.375,0.475,1.0,0.7,0.610001711156742,Medium Risk,1,0.96
243,Server,2020-12-13,2023-12-13,7497,IT,In Maintenance,Brown Ltd,Joel Humphrey,High,4,10,5.1808219178082195,4.0,25.0,0.6471594798083504,0.5,0.625,0.8,1.0,0.6744318959616701,Medium Risk,1,0.99
244,Desktop,2018-05-31,2021-05-30,1822,Risk,Retired,Allen PLC,James Hendrix,Low,3,5,7.720547945205479,4.0,21.0,0.9644079397672826,0.5,0.525,0.6,0.5,0.6128815879534565,Medium Risk,1,0.94
245,Network Device,2021-03-05,2024-03-04,7927,Compliance,Retired,"Levine, Diaz and Manning",Brian Valdez,Medium,4,3,4.956164383561644,2.0,12.0,0.6190965092402464,0.25,0.3,0.8,0.3,0.4238193018480493,Medium Risk,0,0.0
246,Server,2023-02-10,2026-02-09,7773,IT,Retired,Li-Cain,Aaron Flynn,Low,4,3,3.0191780821917806,0.0,0.0,0.3771389459274469,0.0,0.0,0.8,0.3,0.24042778918548935,Low Risk,0,0.0
247,Storage,2018-05-03,2021-05-02,3962,Risk,Active,Johnson-Martinez,Carla Hart,High,1,1,7.7972602739726025,3.0,12.0,0.973990417522245,0.375,0.3,0.2,0.1,0.41229808350444896,Medium Risk,0,0.07
248,Network Device,2018-04-07,2021-04-06,3126,Compliance,Active,Martin LLC,Larry Davis,High,2,1,7.868493150684931,2.0,13.0,0.9828884325804244,0.25,0.325,0.4,0.1,0.4115776865160849,Medium Risk,0,0.28
249,Desktop,2019-09-23,2022-09-22,1835,Operations,In Maintenance,Robinson PLC,Tina Russell,High,5,10,6.405479452054794,1.0,8.0,0.8001368925393565,0.125,0.2,1.0,1.0,0.5375273785078714,Medium Risk,1,0.86
250,Network Device,2019-01-29,2022-01-28,7400,Operations,Active,"Perez, Holmes and Williams",Sara Morris,High,5,9,7.054794520547945,2.0,2.0,0.8812457221081451,0.25,0.05,1.0,0.9,0.5462491444216291,Medium Risk,1,0.4
251,Network Device,2024-12-22,2027-12-22,2097,Finance,Retired,"Davis, Mason and Parker",Anthony Robinson,Low,3,9,1.1534246575342466,3.0,6.0,0.14407939767282682,0.375,0.15,0.6,0.9,0.3963158795345654,Low Risk,0,0.07
252,Server,2025-01-28,2028-01-28,5280,Risk,Retired,Bartlett-Morales,Cheryl Harrell,Low,4,3,1.0520547945205478,2.0,7.0,0.13141683778234084,0.25,0.175,0.8,0.3,0.3012833675564682,Low Risk,0,0.0
253,Laptop,2021-04-13,2024-04-12,1197,Risk,Active,Lynch Ltd,Deborah Bryant,High,2,10,4.8493150684931505,2.0,13.0,0.6057494866529773,0.25,0.325,0.4,1.0,0.4711498973305954,Medium Risk,0,0.16
254,Storage,2023-11-25,2026-11-24,7135,HR,In Maintenance,"Allen, Chapman and Pierce",Isaiah Tucker,Medium,1,6,2.23013698630137,4.0,19.0,0.2785763175906913,0.5,0.475,0.2,0.6,0.42071526351813826,Medium Risk,0,0.29
255,Network Device,2019-04-29,2022-04-28,5760,Risk,Active,Payne-Baker,Sarah Hernandez,Low,2,5,6.808219178082192,0.0,0.0,0.8504449007529089,0.0,0.0,0.4,0.5,0.3050889801505818,Low Risk,0,0.0
256,Laptop,2022-10-20,2025-10-19,2338,Compliance,Active,Neal Inc,Alejandro Brown,High,4,7,3.328767123287671,3.0,14.0,0.41581108829568786,0.375,0.35,0.8,0.7,0.49066221765913753,Medium Risk,1,0.72
257,Network Device,2021-05-23,2024-05-22,6527,Operations,Active,"Martin, Holder and Luna",Michael Austin,Low,1,3,4.739726027397261,5.0,19.0,0.5920602327173169,0.625,0.475,0.2,0.3,0.47591204654346336,Medium Risk,0,0.18
258,Laptop,2019-03-31,2022-03-30,2023,Operations,Retired,Bell Inc,Keith Reed,Medium,5,2,6.887671232876713,1.0,5.0,0.8603696098562629,0.125,0.125,1.0,0.2,0.41457392197125265,Medium Risk,0,0.01
259,Storage,2023-12-25,2026-12-24,3697,IT,Active,Reese-Lawson,Vanessa Carpenter,Low,5,8,2.147945205479452,1.0,3.0,0.2683093771389459,0.125,0.075,1.0,0.8,0.37616187542778917,Low Risk,0,0.0
260,Server,2018-11-12,2021-11-11,5762,Finance,Retired,Goodwin-Anderson,Amy Garcia,Medium,5,10,7.2684931506849315,3.0,8.0,0.9079397672826831,0.375,0.2,1.0,1.0,0.6340879534565367,Medium Risk,1,0.92
261,Laptop,2020-01-16,2023-01-15,1367,HR,Active,Wagner Inc,Tonya Thompson,High,5,3,6.090410958904109,1.0,1.0,0.7607802874743326,0.125,0.025,1.0,0.3,0.3896560574948665,Low Risk,0,0.0
262,Network Device,2025-10-13,2028-10-12,2630,HR,Active,"Reed, Jensen and Foster",Caleb Houston,Low,2,10,0.3452054794520548,1.0,4.0,0.043121149897330596,0.125,0.1,0.4,1.0,0.2761242299794661,Low Risk,0,0.0
263,Network Device,2018-08-04,2021-08-03,7546,Risk,In Maintenance,"Robinson, Rogers and Escobar",Jeffrey Brown,Medium,2,2,7.542465753424658,2.0,10.0,0.9421629021218344,0.25,0.25,0.4,0.2,0.4034325804243669,Medium Risk,0,0.05
264,Storage,2024-11-09,2027-11-09,8666,Finance,Active,Mahoney-Adams,Anna King,Medium,2,2,1.2712328767123289,2.0,12.0,0.15879534565366188,0.25,0.3,0.4,0.2,0.2567590691307324,Low Risk,0,0.0
265,Server,2025-12-15,2028-12-14,14915,Risk,Retired,Williams-Fischer,Anita Jones,Medium,3,1,0.1726027397260274,3.0,12.0,0.021560574948665298,0.375,0.3,0.6,0.1,0.281812114989733,Low Risk,0,0.0
266,Server,2024-07-18,2027-07-18,12381,Operations,Active,Schmidt-Bradley,Lori Bailey,Medium,5,7,1.5835616438356164,1.0,2.0,0.19780971937029432,0.125,0.05,1.0,0.7,0.34206194387405886,Low Risk,0,0.0
267,Network Device,2021-09-10,2024-09-09,3521,Compliance,Retired,Wilson Ltd,Jessica Waters,Low,4,2,4.438356164383562,3.0,15.0,0.5544147843942505,0.375,0.375,0.8,0.2,0.4483829568788501,Medium Risk,0,0.24
268,Storage,2019-03-27,2022-03-26,7839,IT,Retired,King-Goodman,Jennifer Smith,High,1,5,6.898630136986301,2.0,5.0,0.8617385352498288,0.25,0.125,0.2,0.5,0.37734770704996584,Low Risk,0,0.0
269,Desktop,2018-04-27,2021-04-26,1578,Compliance,Retired,Green-Hall,Robert Smith,High,4,6,7.813698630136987,2.0,10.0,0.9760438056125942,0.25,0.25,0.8,0.6,0.5302087611225188,Medium Risk,1,0.78
270,Server,2020-01-18,2023-01-17,6745,Finance,Active,Washington PLC,Scott Jackson,Medium,4,6,6.0849315068493155,6.0,33.0,0.7600958247775497,0.75,0.825,0.8,0.6,0.7520191649555099,High Risk,1,1.0
271,Server,2020-04-25,2023-04-25,6674,IT,Active,Banks-White,Alan Dunn,High,4,8,5.816438356164384,3.0,17.0,0.7265571526351814,0.375,0.425,0.8,0.8,0.5828114305270362,Medium Risk,1,0.98
272,Storage,2022-06-05,2025-06-04,11395,Operations,Active,Blake PLC,Joshua Houston,High,1,6,3.7041095890410958,3.0,11.0,0.4626967830253251,0.375,0.275,0.2,0.6,0.38003935660506494,Low Risk,0,0.01
273,Storage,2021-02-20,2024-02-20,4524,Risk,Retired,Matthews PLC,Samuel Watkins,Medium,4,1,4.991780821917808,2.0,13.0,0.623545516769336,0.25,0.325,0.8,0.1,0.3997091033538672,Low Risk,0,0.06
274,Server,2023-01-05,2026-01-04,11779,Operations,Active,Johnson-Aguilar,Evelyn Perry,Low,5,4,3.117808219178082,4.0,18.0,0.38945927446954137,0.5,0.45,1.0,0.4,0.5278918548939082,Medium Risk,1,0.84
275,Storage,2022-10-20,2025-10-19,11537,IT,Retired,Houston Ltd,Brooke Gardner,Medium,2,3,3.328767123287671,0.0,0.0,0.41581108829568786,0.0,0.0,0.4,0.3,0.18816221765913754,Low Risk,0,0.0
276,Server,2022-03-24,2025-03-23,9933,HR,In Maintenance,"Johnson, Norman and House",Andrea Davis,High,1,3,3.904109589041096,2.0,9.0,0.48767967145790553,0.25,0.225,0.2,0.3,0.2925359342915811,Low Risk,0,0.0
277,Network Device,2018-11-14,2021-11-13,4260,Operations,In Maintenance,Moody-Harris,John Hogan,Medium,1,6,7.263013698630137,1.0,8.0,0.9072553045859,0.125,0.2,0.2,0.6,0.37895106091718,Low Risk,0,0.01
278,Server,2019-09-04,2022-09-03,9040,Compliance,Retired,"Adams, Jones and Pacheco",Austin Payne,Medium,5,10,6.457534246575342,3.0,15.0,0.8066392881587953,0.375,0.375,1.0,1.0,0.6488278576317591,Medium Risk,1,0.96
279,Desktop,2025-12-31,2028-12-30,1737,Finance,Active,"Lopez, Robinson and Lopez",Mary Green,Medium,1,7,0.12876712328767123,2.0,5.0,0.016084873374401093,0.25,0.125,0.2,0.7,0.23821697467488023,Low Risk,0,0.0
280,Server,2024-09-01,2027-09-01,11224,HR,In Maintenance,Newman-Christensen,Carlos Fitzgerald,Medium,4,10,1.4602739726027398,1.0,1.0,0.18240930869267627,0.125,0.025,0.8,1.0,0.3489818617385353,Low Risk,0,0.01
281,Desktop,2021-11-04,2024-11-03,1415,HR,Retired,Brown Group,Michael Lucero,Low,2,8,4.287671232876712,1.0,8.0,0.5355920602327173,0.125,0.2,0.4,0.8,0.36461841204654344,Low Risk,0,0.02
282,Server,2020-12-09,2023-12-09,7910,Operations,In Maintenance,Harris-Phillips,Ashley Bowers,Medium,4,10,5.191780821917808,3.0,13.0,0.6485284052019165,0.375,0.325,0.8,1.0,0.5772056810403833,Medium Risk,1,0.94
283,Desktop,2025-03-11,2028-03-10,1467,Operations,In Maintenance,Stewart LLC,Jeremiah Cohen,Medium,3,2,0.936986301369863,1.0,4.0,0.11704312114989733,0.125,0.1,0.6,0.2,0.20090862422997946,Low Risk,0,0.0
284,Storage,2024-04-28,2027-04-28,6273,Risk,Retired,Stewart Group,Jason Carter,High,5,1,1.8054794520547945,1.0,2.0,0.22553045859000684,0.125,0.05,1.0,0.1,0.25760609171800136,Low Risk,0,0.0
285,Network Device,2025-09-01,2028-08-31,7802,IT,In Maintenance,Schmidt LLC,Jacqueline Li,Medium,1,7,0.4602739726027397,2.0,6.0,0.057494866529774126,0.25,0.15,0.2,0.7,0.25149897330595483,Low Risk,0,0.0
286,Network Device,2018-12-20,2021-12-19,3140,Compliance,In Maintenance,"Farley, Watson and Flores",David Galvan,High,3,3,7.164383561643835,0.0,0.0,0.8949349760438056,0.0,0.0,0.6,0.3,0.3139869952087611,Low Risk,0,0.0
287,Network Device,2020-09-06,2023-09-06,5088,Finance,In Maintenance,Estes-Garrett,Tina Gardner,Low,4,10,5.449315068493151,3.0,9.0,0.6806981519507187,0.375,0.225,0.8,1.0,0.5636396303901438,Medium Risk,1,0.93
288,Network Device,2024-07-19,2027-07-19,6377,Risk,Retired,Johnson LLC,Marcus Wood,Medium,5,1,1.5808219178082192,3.0,9.0,0.1974674880219028,0.375,0.225,1.0,0.1,0.3619934976043806,Low Risk,0,0.03
289,Server,2024-08-14,2027-08-14,13796,Risk,Retired,Frazier Group,Morgan Hale,High,1,4,1.5095890410958903,1.0,2.0,0.18856947296372345,0.125,0.05,0.2,0.4,0.1752138945927447,Low Risk,0,0.0
290,Server,2023-02-20,2026-02-19,7725,Compliance,Retired,Mendoza Group,Shawn Austin,High,5,7,2.9917808219178084,2.0,8.0,0.3737166324435318,0.25,0.2,1.0,0.7,0.44474332648870635,Medium Risk,0,0.01
291,Server,2024-01-16,2027-01-15,12052,Finance,Active,Lawrence-Johnson,Tony Andrews,High,3,4,2.0876712328767124,3.0,14.0,0.26078028747433263,0.375,0.35,0.6,0.4,0.3846560574948665,Low Risk,0,0.02
292,Storage,2018-04-22,2021-04-21,11499,Risk,Retired,Mayer-Hardy,Regina Cooley,Low,5,4,7.8273972602739725,2.0,13.0,0.9777549623545516,0.25,0.325,1.0,0.4,0.5455509924709103,Medium Risk,1,0.86
293,Network Device,2022-06-19,2025-06-18,5064,Operations,In Maintenance,"Baker, Taylor and Martin",Mike Chambers,Low,5,9,3.665753424657534,3.0,13.0,0.4579055441478439,0.375,0.325,1.0,0.9,0.5540811088295687,Medium Risk,1,0.92
294,Desktop,2023-03-24,2026-03-23,1506,Finance,In Maintenance,"Young, Jones and Martin",Shari Barrett,High,3,7,2.904109589041096,2.0,14.0,0.36276522929500343,0.25,0.35,0.6,0.7,0.41255304585900066,Medium Risk,0,0.05
295,Laptop,2018-07-29,2021-07-28,1237,Compliance,Active,Morris-Reynolds,Jesse Ray,Medium,3,6,7.558904109589041,0.0,0.0,0.9442162902121835,0.0,0.0,0.6,0.6,0.3688432580424367,Low Risk,0,0.0
296,Network Device,2025-07-25,2028-07-24,3694,Risk,In Maintenance,Garcia-Richardson,Alicia Robertson,Medium,4,2,0.5643835616438356,1.0,6.0,0.07049965776865161,0.125,0.15,0.8,0.2,0.23159993155373032,Low Risk,0,0.0
297,Network Device,2022-12-27,2025-12-26,7914,Compliance,In Maintenance,Delgado and Sons,Alexander Sharp,Medium,1,5,3.1424657534246574,1.0,7.0,0.392539356605065,0.125,0.175,0.2,0.5,0.256007871321013,Low Risk,0,0.0
298,Laptop,2022-05-04,2025-05-03,2455,Finance,Active,"Henry, Malone and Ramos",Samantha Haley,Medium,1,3,3.791780821917808,1.0,7.0,0.4736481861738535,0.125,0.175,0.2,0.3,0.2422296372347707,Low Risk,0,0.0
299,Desktop,2018-07-29,2021-07-28,1856,IT,Retired,Brown Ltd,Mary Roberts,High,3,9,7.558904109589041,1.0,6.0,0.9442162902121835,0.125,0.15,0.6,0.9,0.4813432580424367,Medium Risk,0,0.14
300,Network Device,2018-07-13,2021-07-12,5785,IT,In Maintenance,"Williams, Allen and Matthews",Jade Mitchell,Low,2,3,7.602739726027397,0.0,0.0,0.9496919917864476,0.0,0.0,0.4,0.3,0.2949383983572895,Low Risk,0,0.0
301,Network Device,2020-10-26,2023-10-26,5240,Finance,Retired,"Baker, Klein and Mahoney",Frank Quinn,Low,2,8,5.3123287671232875,2.0,9.0,0.663586584531143,0.25,0.225,0.4,0.8,0.4327173169062286,Medium Risk,0,0.04
302,Storage,2025-03-16,2028-03-15,10037,Operations,Active,"Moore, Young and Gallegos",Jennifer Griffith,Low,2,4,0.9232876712328767,1.0,8.0,0.11533196440793976,0.125,0.2,0.4,0.4,0.22056639288158797,Low Risk,0,0.0
303,Server,2023-11-24,2026-11-23,6025,Risk,Active,"Pope, Fisher and Kirk",Mr. John Taylor,Low,2,6,2.232876712328767,3.0,9.0,0.2789185489390828,0.375,0.225,0.4,0.6,0.36328370978781654,Low Risk,0,0.01
304,Server,2025-01-28,2028-01-28,8228,Operations,Active,Owens Ltd,Kristin Martin,Medium,4,9,1.0520547945205478,2.0,9.0,0.13141683778234084,0.25,0.225,0.8,0.9,0.4012833675564682,Medium Risk,0,0.02
305,Server,2019-06-18,2022-06-17,14780,Operations,Retired,"Dodson, Lawson and Gomez",Pamela Jones,Medium,5,2,6.671232876712328,2.0,11.0,0.8333333333333333,0.25,0.275,1.0,0.2,0.4766666666666667,Medium Risk,0,0.13
306,Server,2020-01-15,2023-01-14,10766,Operations,Retired,"Hudson, Johnson and Richardson",Travis Hicks,High,3,10,6.093150684931507,0.0,0.0,0.7611225188227241,0.0,0.0,0.6,1.0,0.3922245037645448,Low Risk,0,0.03
307,Storage,2022-12-16,2025-12-15,4388,Compliance,Active,Cook-Anderson,Jason Benton,Medium,1,4,3.1726027397260275,1.0,3.0,0.39630390143737165,0.125,0.075,0.2,0.4,0.22176078028747434,Low Risk,0,0.0
308,Server,2018-06-11,2021-06-10,6916,IT,In Maintenance,"Reed, Hernandez and Deleon",Christine Brennan,Low,2,9,7.69041095890411,1.0,8.0,0.9606433949349761,0.125,0.2,0.4,0.9,0.4646286789869953,Medium Risk,0,0.04
309,Network Device,2020-01-25,2023-01-24,5426,Risk,Active,Mclean Ltd,Sheena Lewis,Low,4,7,6.065753424657534,3.0,12.0,0.757700205338809,0.375,0.3,0.8,0.7,0.5490400410677618,Medium Risk,1,0.85
310,Desktop,2022-07-30,2025-07-29,1796,Compliance,Retired,"Gutierrez, Young and Brown",Randall Jacobs,Low,2,9,3.5534246575342467,1.0,7.0,0.44387405886379194,0.125,0.175,0.4,0.9,0.35627481177275844,Low Risk,0,0.02
311,Desktop,2018-11-09,2021-11-08,1802,HR,Active,"Coleman, Watts and Lee",Austin King,High,3,8,7.276712328767124,2.0,10.0,0.9089664613278576,0.25,0.25,0.6,0.8,0.5167932922655715,Medium Risk,1,0.78
312,Storage,2021-02-15,2024-02-15,3878,HR,Active,Martinez PLC,April Nichols,Medium,2,4,5.005479452054795,2.0,5.0,0.6252566735112937,0.25,0.125,0.4,0.4,0.34505133470225874,Low Risk,0,0.0
313,Network Device,2021-06-21,2024-06-20,6600,Risk,Retired,Wood and Sons,Susan Morrison,Medium,4,8,4.66027397260274,3.0,13.0,0.582135523613963,0.375,0.325,0.8,0.8,0.5339271047227926,Medium Risk,1,0.77
314,Network Device,2025-06-08,2028-06-07,7817,Operations,In Maintenance,Nguyen-Andrews,Jackson Myers,High,1,10,0.6931506849315069,4.0,19.0,0.0865845311430527,0.5,0.475,0.2,1.0,0.44231690622861053,Medium Risk,0,0.18
315,Laptop,2023-07-01,2026-06-30,1451,HR,Active,Perez Group,Ruth Whitehead,Medium,2,9,2.632876712328767,0.0,0.0,0.32888432580424365,0.0,0.0,0.4,0.9,0.26077686516084875,Low Risk,0,0.0
316,Server,2020-10-02,2023-10-02,7755,Operations,Retired,Hunter-Coleman,William Cabrera,Low,4,9,5.3780821917808215,2.0,8.0,0.6718001368925393,0.25,0.2,0.8,0.9,0.5043600273785078,Medium Risk,1,0.8
317,Storage,2019-11-20,2022-11-19,4854,Risk,Active,Wright LLC,Jessica Parker,Medium,5,6,6.2465753424657535,1.0,1.0,0.7802874743326489,0.125,0.025,1.0,0.6,0.43855749486652973,Medium Risk,0,0.04
318,Storage,2024-08-21,2027-08-21,3681,Compliance,In Maintenance,Harris-Lane,David Huff,Low,2,7,1.4904109589041097,3.0,14.0,0.1861738535249829,0.375,0.35,0.4,0.7,0.38473477070499656,Low Risk,0,0.05
319,Laptop,2025-12-14,2028-12-13,2338,IT,In Maintenance,"Bean, Velazquez and Williams",Aaron Guerra,High,4,5,0.17534246575342466,1.0,2.0,0.02190280629705681,0.125,0.05,0.8,0.5,0.24688056125941138,Low Risk,0,0.0
320,Server,2018-03-05,2021-03-04,6425,Operations,Active,Sanchez Group,Audrey Smith,High,2,10,7.958904109589041,1.0,5.0,0.9941820670773442,0.125,0.125,0.4,1.0,0.47133641341546884,Medium Risk,0,0.12
321,Server,2023-08-02,2026-08-01,14998,Compliance,In Maintenance,"Myers, Blankenship and Sandoval",David Duran,High,5,3,2.5452054794520547,2.0,5.0,0.31793292265571527,0.25,0.125,1.0,0.3,0.35858658453114306,Low Risk,0,0.0
322,Desktop,2020-01-30,2023-01-29,1223,Finance,Retired,"Gallegos, Sellers and Lewis",Bradley Fry,Medium,5,5,6.052054794520548,2.0,6.0,0.7559890485968515,0.25,0.15,1.0,0.5,0.4811978097193704,Medium Risk,0,0.43
323,Storage,2025-07-16,2028-07-15,11827,IT,In Maintenance,"Lewis, Schaefer and Melendez",William Estrada,Low,3,5,0.589041095890411,0.0,0.0,0.07357973990417523,0.0,0.0,0.6,0.5,0.17971594798083504,Low Risk,0,0.0
324,Storage,2025-05-15,2028-05-14,7380,Risk,Retired,"Chan, Gutierrez and Miller",Mr. Donald Phillips,High,2,7,0.7589041095890411,1.0,7.0,0.094798083504449,0.125,0.175,0.4,0.7,0.2564596167008898,Low Risk,0,0.0
325,Laptop,2021-03-05,2024-03-04,1567,Compliance,Active,"Parker, Stokes and Doyle",Rebecca Graham,Low,2,4,4.956164383561644,4.0,23.0,0.6190965092402464,0.5,0.575,0.4,0.4,0.5088193018480492,Medium Risk,1,0.48
326,Desktop,2020-05-16,2023-05-16,1459,IT,Retired,Barrera-Johnson,Carlos Peck,Medium,4,3,5.758904109589041,3.0,15.0,0.7193702943189596,0.375,0.375,0.8,0.3,0.49637405886379193,Medium Risk,1,0.78
327,Storage,2021-11-15,2024-11-14,7402,Compliance,In Maintenance,Walker-Larson,Ashley Smith,Medium,4,2,4.257534246575342,0.0,0.0,0.5318275154004106,0.0,0.0,0.8,0.2,0.2563655030800821,Low Risk,0,0.0
328,Laptop,2022-11-09,2025-11-08,1825,Risk,Retired,Martin and Sons,Robin Miller DVM,Medium,3,8,3.2739726027397262,1.0,2.0,0.40896646132785763,0.125,0.05,0.6,0.8,0.33929329226557153,Low Risk,0,0.0
329,Network Device,2024-09-04,2027-09-04,4681,Risk,Active,Wilson LLC,Austin Salas,Low,1,8,1.452054794520548,0.0,0.0,0.18138261464750172,0.0,0.0,0.2,0.8,0.18627652292950034,Low Risk,0,0.0
330,Server,2023-05-18,2026-05-17,6037,Risk,In Maintenance,Schneider Inc,Jack Schultz,High,4,4,2.7534246575342465,2.0,13.0,0.3439425051334702,0.25,0.325,0.8,0.4,0.38878850102669404,Low Risk,0,0.03
331,Network Device,2023-11-01,2026-10-31,4199,HR,In Maintenance,"Young, Wood and Wagner",Scott Harvey,Medium,5,10,2.2958904109589042,1.0,6.0,0.2867898699520876,0.125,0.15,1.0,1.0,0.42485797399041747,Medium Risk,0,0.09
332,Desktop,2024-09-21,2027-09-21,1959,Operations,In Maintenance,Miller-Lawrence,Carrie Silva,Low,1,1,1.4054794520547946,2.0,4.0,0.17556468172484602,0.25,0.1,0.2,0.1,0.17511293634496922,Low Risk,0,0.0
333,Laptop,2019-06-17,2022-06-16,2282,Operations,Active,Gray LLC,Barbara Lewis,High,2,8,6.673972602739726,4.0,26.0,0.8336755646817248,0.5,0.65,0.4,0.8,0.6267351129363449,Medium Risk,1,0.76
334,Network Device,2024-07-01,2027-07-01,2005,Operations,Active,Mayer-Doyle,Danielle Phillips,Low,2,5,1.63013698630137,0.0,0.0,0.20362765229295005,0.0,0.0,0.4,0.5,0.17572553045859002,Low Risk,0,0.0
335,Desktop,2024-07-03,2027-07-03,1361,Finance,Retired,"Chaney, Sharp and Martinez",Daniel Anderson,Medium,3,2,1.6246575342465754,2.0,3.0,0.20294318959616703,0.25,0.075,0.6,0.2,0.2505886379192334,Low Risk,0,0.0
336,Server,2018-02-18,2021-02-17,7711,Finance,In Maintenance,"Keller, Butler and Fuentes",Christina Lee,Low,3,4,8.0,2.0,8.0,0.999315537303217,0.25,0.2,0.6,0.4,0.46486310746064335,Medium Risk,0,0.27
337,Network Device,2018-09-16,2021-09-15,7369,Finance,Retired,Gomez-Lewis,Joseph Griffin,High,1,4,7.424657534246576,1.0,2.0,0.9274469541409993,0.125,0.05,0.2,0.4,0.3229893908281999,Low Risk,0,0.0
338,Network Device,2018-10-15,2021-10-14,2638,IT,Retired,Ellis PLC,Joshua Mendoza,High,5,8,7.345205479452055,0.0,0.0,0.9175222450376455,0.0,0.0,1.0,0.8,0.45350444900752906,Medium Risk,0,0.04
339,Laptop,2024-10-14,2027-10-14,1016,Compliance,In Maintenance,Miller Ltd,Cathy Gutierrez,High,4,3,1.3424657534246576,3.0,16.0,0.1676933607118412,0.375,0.4,0.8,0.3,0.39103867214236826,Low Risk,0,0.08
340,Network Device,2023-02-04,2026-02-03,2580,IT,In Maintenance,"Nguyen, Blake and Wilson",Michael Ramirez,High,1,2,3.0356164383561643,3.0,9.0,0.379192334017796,0.375,0.225,0.2,0.2,0.29333846680355924,Low Risk,0,0.0
341,Server,2022-01-15,2025-01-14,11022,HR,Active,"Mendoza, Bennett and Shields",Valerie Hughes,Medium,2,3,4.090410958904109,2.0,2.0,0.5109514031485284,0.25,0.05,0.4,0.3,0.2921902806297057,Low Risk,0,0.0
342,Laptop,2025-03-13,2028-03-12,2086,Risk,Active,Fitzgerald Group,Raymond Sweeney,Low,2,8,0.9315068493150684,0.0,0.0,0.1163586584531143,0.0,0.0,0.4,0.8,0.20327173169062285,Low Risk,0,0.0
343,Server,2018-08-03,2021-08-02,8490,Compliance,Retired,"Snyder, Martin and Cole",Karen Harris,High,4,10,7.545205479452055,1.0,5.0,0.9425051334702259,0.125,0.125,0.8,1.0,0.5210010266940452,Medium Risk,1,0.71
